codigo,nome,preco,quantidade
1762,Protetor Solar FPS 50 560,790.56,15
1763,Protetor Solar FPS 50 808,896.84,97
1764,Bone 372,369.57,58
1765,Sabonete Liquido 677,2324.02,63
1766,Vestido Floral 815,2329.99,83
1767,Relogio de Pulso 286,29.99,71
1768,Cinto Social 271,791.5,95
1769,Sabao em Po 163,2064.93,99
1770,Protetor Solar FPS 50 965,1256.79,43
1771,Perfume Masculino 966,1327.84,46
1772,Creme Hidratante 575,1922.32,8
1773,Sabao em Po 172,1907.18,50
1774,Protetor Solar FPS 50 923,1145.45,34
1775,Relogio de Pulso 461,232.56,100
1776,Carregador Portatil 854,670.06,69
1777,Pano de Microfibra 105,2236.16,2
1778,Leite Integral 559,59.72,30
1779,Teclado Mecanico 262,2130.76,45
1780,Azeite de Oliva 325,233.92,19
1781,Esponja Multiuso 321,1905.41,45
1782,Cinto Social 531,1793.74,12
1783,Macarrao Espaguete 367,1792.24,92
1784,Creme Hidratante 433,1398.02,75
1785,Protetor Solar FPS 50 700,2220.15,85
1786,Macarrao Espaguete 808,1906.56,10
1787,Macarrao Espaguete 324,1222.56,88
1788,Oculos de Sol 447,138.01,17
1789,Camiseta Basica 759,771.14,40
1790,Blusa de Frio 392,1290.18,65
1791,Smartphone 251,1546.12,8
1792,Vassoura Retratil 685,1492.44,18
1793,Smartphone 739,2418.28,5
1794,Desinfetante Floral 863,1035.7,97
1795,Detergente Liquido 838,511.57,67
1796,Bermuda Esportiva 266,1621.86,33
1797,Cinto Social 823,2444.29,61
1798,Mochila Escolar 752,38.53,2
1799,Escova de Cabelo 396,2433.86,33
1800,Fone de Ouvido Bluetooth 166,2435.11,98
1801,Bone 296,2365.79,93
1802,Vassoura Retratil 769,283.55,34
1803,Meias de Algodao 406,819.31,48
1804,Chaveiro Metalico 202,1897.21,67
1805,Fone de Ouvido Bluetooth 546,905.85,84
1806,Shampoo Anticaspa 160,1590.1,100
1807,Carteira de Couro 250,22.98,71
1808,Leite Integral 395,2233.21,54
1809,Sabonete Liquido 182,497.04,42
1810,Smartphone 784,1034.22,94
1811,Mochila Escolar 820,2183.93,2
1812,Jaqueta de Couro 149,1885.36,66
1813,Esponja Multiuso 207,1251.42,54
1814,Calca Jeans 974,1823.01,66
1815,Esmalte Vermelho 761,1323.26,22
1816,Pano de Microfibra 492,1246.37,8
1817,Bermuda Esportiva 840,1080.16,62
1818,Mouse Gamer 863,828.45,20
1819,Vassoura Retratil 615,1632.7,19
1820,Oculos de Sol 178,2243.3,10
1821,Esmalte Vermelho 612,446.08,1
1822,Colar Dourado 239,2407.66,6
1823,Vestido Floral 407,2126.39,13
1824,Leite Integral 216,123.39,4
1825,Notebook 513,406.08,59
1826,Mouse Gamer 827,1593.58,48
1827,Desinfetante Floral 415,999.23,21
1828,Perfume Masculino 775,1419.23,48
1829,Azeite de Oliva 201,1423.87,52
1830,Calca Jeans 338,2078.31,26
1831,Bone 686,379.31,20
1832,Condicionador Hidratante 547,1743.11,83
1833,Shampoo Anticaspa 276,1871.01,89
1834,Carteira de Couro 209,1459.46,64
1835,Blusa de Frio 991,410.75,63
1836,Colar Dourado 713,2330.36,42
1837,Macarrao Espaguete 199,999.84,64
1838,Cinto Social 969,1683.19,69
1839,Protetor Solar FPS 50 628,323.38,7
1840,Mochila Escolar 172,724.24,24
1841,Feijao Carioca 202,2182.86,40
1842,Pano de Microfibra 961,999.88,12
1843,Shampoo Anticaspa 568,2478.4,4
1844,Mouse Gamer 514,1476.79,91
1845,Pulseira de Prata 412,2367.58,16
1846,Carregador Portatil 209,1318.71,58
1847,Blusa de Frio 422,503.45,73
1848,Condicionador Hidratante 521,1941.36,89
1849,Chaveiro Metalico 502,1812.45,42
1850,Desinfetante Floral 749,1398.81,67
1851,Lustra Moveis 885,722.3,21
1852,Shampoo Anticaspa 472,1331.46,35
1853,Cafe Torrado 390,2428.54,8
1854,Bolacha Recheada 984,639.84,3
1855,Cafe Torrado 208,930.04,75
1856,Creme Hidratante 835,1120.29,78
1857,Smartphone 431,1330.37,24
1858,Arroz Branco 441,566.63,29
1859,Esponja Multiuso 546,1935.25,32
1860,Vestido Floral 337,2009.47,86
1861,Condicionador Hidratante 718,1534.79,59
1862,Shampoo Anticaspa 370,917.06,84
1863,Bone 575,1667.32,65
1864,Carregador Portatil 847,1656.37,30
1865,Condicionador Hidratante 773,1385.09,37
1866,Smartphone 982,586.0,72
1867,Pano de Microfibra 851,565.69,35
1868,Blusa de Frio 653,625.37,25
1869,Colar Dourado 125,2461.51,76
1870,Oculos de Sol 627,1152.47,80
1871,Caixa de Som Bluetooth 936,2074.73,51
1872,Desinfetante Floral 693,1761.45,53
1873,Cinto Social 692,1197.24,65
1874,Perfume Masculino 436,2029.6,10
1875,Vestido Floral 918,1923.43,74
1876,Esponja Multiuso 641,30.25,14
1877,Mochila Escolar 568,410.01,24
1878,Teclado Mecanico 998,1896.73,29
1879,Mouse Gamer 219,1917.93,45
1880,Vassoura Retratil 154,1633.35,53
1881,Macarrao Espaguete 868,1163.21,84
1882,Notebook 146,2439.86,34
1883,Vassoura Retratil 413,2290.54,8
1884,Smartwatch 607,1666.4,32
1885,Escova de Cabelo 715,239.77,7
1886,Bermuda Esportiva 169,1617.98,61
1887,Smartwatch 778,1619.91,62
1888,Achocolatado em Po 484,1706.76,81
1889,Cinto Social 644,2241.67,4
1890,Sabonete Liquido 126,2327.18,70
1891,Leite Integral 426,238.62,57
1892,Detergente Liquido 876,33.79,22
1893,Perfume Masculino 543,1577.69,8
1894,Vassoura Retratil 428,1316.26,94
1895,Mochila Escolar 594,310.8,26
1896,Perfume Masculino 868,1917.51,67
1897,Pano de Microfibra 402,1664.97,51
1898,Mouse Gamer 830,1864.4,33
1899,Creme Hidratante 571,1444.42,31
1900,Leite Integral 583,108.09,96
1901,Condicionador Hidratante 877,1496.53,25
1902,Lustra Moveis 966,1184.99,58
1903,Caixa de Som Bluetooth 163,2388.68,12
1904,Pano de Microfibra 478,2412.15,86
1905,Achocolatado em Po 108,1000.78,45
1906,Blusa de Frio 238,1228.89,86
1907,Bolacha Recheada 127,1136.97,89
1908,Sabao em Po 486,811.96,98
1909,Meias de Algodao 130,770.34,20
1910,Pano de Microfibra 144,2411.21,58
1911,Desinfetante Floral 716,106.13,2
1912,Esmalte Vermelho 770,798.75,10
1913,Lustra Moveis 839,183.21,81
1914,Desinfetante Floral 194,1327.34,58
1915,Protetor Solar FPS 50 252,457.71,74
1916,Arroz Branco 718,2185.41,60
1917,Smartwatch 668,606.5,76
1918,Pano de Microfibra 333,1643.77,92
1919,Feijao Carioca 630,1934.94,37
1920,Caixa de Som Bluetooth 349,738.6,58
1921,Perfume Masculino 524,945.14,74
1922,Azeite de Oliva 390,2458.74,33
1923,Creme Hidratante 485,2285.69,25
1924,Cinto Social 278,2199.63,32
1925,Chaveiro Metalico 335,100.32,77
1926,Bone 580,617.33,35
1927,Bermuda Esportiva 916,272.11,93
1928,Relogio de Pulso 654,882.77,80
1929,Chaveiro Metalico 316,2101.43,58
1930,Bone 951,86.21,43
1931,Feijao Carioca 638,239.02,84
1932,Relogio de Pulso 701,2075.23,88
1933,Teclado Mecanico 293,149.47,2
1934,Cafe Torrado 866,139.94,81
1935,Desinfetante Floral 952,285.79,80
1936,Bermuda Esportiva 328,88.34,71
1937,Azeite de Oliva 760,707.15,68
1938,Carteira de Couro 833,785.23,22
1939,Chaveiro Metalico 587,539.16,43
1940,Caixa de Som Bluetooth 733,270.89,29
1941,Carteira de Couro 665,585.6,60
1942,Azeite de Oliva 373,408.28,27
1943,Fone de Ouvido Bluetooth 525,169.37,19
1944,Bone 629,287.34,20
1945,Teclado Mecanico 604,210.83,65
1946,Perfume Masculino 693,1514.23,70
1947,Sabonete Liquido 384,516.13,84
1948,Sabao em Po 753,2334.85,87
1949,Detergente Liquido 932,2007.06,35
1950,Camiseta Basica 367,1337.22,31
1951,Notebook 920,466.98,47
1952,Bolacha Recheada 638,1938.85,17
1953,Cinto Social 988,683.33,80
1954,Shampoo Anticaspa 505,2432.91,85
1955,Esponja Multiuso 524,2160.82,3
1956,Bermuda Esportiva 626,1716.83,5
1957,Bermuda Esportiva 655,2398.59,91
1958,Esmalte Vermelho 428,574.31,13
1959,Blusa de Frio 935,526.01,7
1960,Desinfetante Floral 495,343.43,32
1961,Achocolatado em Po 715,1671.09,18
1962,Meias de Algodao 413,2336.95,50
1963,Creme Hidratante 883,1017.82,74
1964,Feijao Carioca 483,1403.53,27
1965,Arroz Branco 908,1531.45,60
1966,Notebook 811,1166.64,52
1967,Jaqueta de Couro 485,1333.45,63
1968,Bone 697,1651.56,3
1969,Arroz Branco 186,17.03,87
1970,Carteira de Couro 856,402.77,68
1971,Bone 318,1765.64,83
1972,Relogio de Pulso 121,1583.9,83
1973,Notebook 719,1458.08,48
1974,Calca Jeans 868,1990.38,70
1975,Jaqueta de Couro 686,2016.69,78
1976,Pulseira de Prata 723,220.47,26
1977,Desinfetante Floral 321,2140.16,41
1978,Arroz Branco 679,1383.76,74
1979,Meias de Algodao 444,2480.03,17
1980,Caixa de Som Bluetooth 262,1831.27,34
1981,Creme Hidratante 429,917.54,59
1982,Esponja Multiuso 454,1889.13,22
1983,Carteira de Couro 779,179.09,34
1984,Mochila Escolar 507,904.46,95
1985,Notebook 991,2408.87,6
1986,Bermuda Esportiva 496,450.19,29
1987,Caixa de Som Bluetooth 561,1775.47,32
1988,Relogio de Pulso 939,1538.38,96
1989,Sabonete Liquido 320,1287.66,57
1990,Amaciante Concentrado 981,1078.71,39
1991,Caixa de Som Bluetooth 445,1853.9,77
1992,Jaqueta de Couro 957,907.33,33
1993,Bolacha Recheada 417,686.87,18
1994,Chaveiro Metalico 662,2034.27,87
1995,Bermuda Esportiva 434,224.85,98
1996,Desinfetante Floral 323,725.72,33
1997,Cafe Torrado 226,2090.77,13
1998,Sabao em Po 843,449.64,8
1999,Azeite de Oliva 473,1977.4,61
2000,Chaveiro Metalico 949,829.25,6
2001,Esponja Multiuso 562,181.13,9
2002,Colar Dourado 208,2416.3,45
2003,Jaqueta de Couro 777,1053.47,66
2004,Vestido Floral 516,978.43,98
2005,Carteira de Couro 626,1014.85,58
2006,Fone de Ouvido Bluetooth 202,2181.81,66
2007,Protetor Solar FPS 50 576,773.36,71
2008,Azeite de Oliva 437,741.97,56
2009,Desinfetante Floral 700,2215.95,57
2010,Notebook 336,130.18,29
2011,Bone 304,139.46,24
2012,Chaveiro Metalico 758,714.32,58
2013,Pano de Microfibra 758,411.74,56
2014,Amaciante Concentrado 962,697.2,39
2015,Oculos de Sol 362,730.11,63
2016,Notebook 155,1704.29,39
2017,Notebook 856,493.36,98
2018,Detergente Liquido 608,1389.69,94
2019,Bolacha Recheada 389,2309.75,97
2020,Achocolatado em Po 802,1779.75,80
2021,Fone de Ouvido Bluetooth 100,1864.26,23
2022,Smartphone 581,1210.8,12
2023,Meias de Algodao 172,574.72,39
2024,Cinto Social 326,1473.32,19
2025,Cafe Torrado 927,1333.35,50
2026,Mochila Escolar 890,160.92,62
2027,Creme Hidratante 129,1675.26,53
2028,Smartphone 481,1613.41,18
2029,Notebook 420,2340.66,63
2030,Fone de Ouvido Bluetooth 317,2031.6,59
2031,Pulseira de Prata 459,1801.24,70
2032,Fone de Ouvido Bluetooth 781,2494.7,35
2033,Escova de Cabelo 239,1998.99,48
2034,Perfume Masculino 257,1495.91,20
2035,Protetor Solar FPS 50 265,731.73,27
2036,Caixa de Som Bluetooth 730,591.95,47
2037,Fone de Ouvido Bluetooth 315,1739.19,85
2038,Camiseta Basica 114,1502.11,3
2039,Esmalte Vermelho 556,1667.81,52
2040,Lustra Moveis 451,1460.72,60
2041,Detergente Liquido 742,1674.36,63
2042,Oculos de Sol 333,708.79,97
2043,Lustra Moveis 443,338.13,75
2044,Lustra Moveis 878,736.5,14
2045,Camiseta Basica 960,240.28,85
2046,Sabonete Liquido 423,833.94,46
2047,Meias de Algodao 133,1145.4,65
2048,Pano de Microfibra 962,1004.9,53
2049,Achocolatado em Po 487,1511.07,53
2050,Bone 362,2302.44,29
2051,Pulseira de Prata 498,831.84,63
2052,Teclado Mecanico 662,261.5,17
2053,Feijao Carioca 677,1665.31,48
2054,Condicionador Hidratante 240,393.86,85
2055,Bermuda Esportiva 196,2362.54,95
2056,Jaqueta de Couro 480,748.77,58
2057,Smartphone 522,2193.91,77
2058,Escova de Cabelo 679,1410.8,73
2059,Pulseira de Prata 916,935.02,28
2060,Desinfetante Floral 252,626.06,77
2061,Vestido Floral 789,552.58,26
2062,Bone 744,1864.89,75
2063,Pano de Microfibra 268,1654.26,20
2064,Vassoura Retratil 546,2072.79,53
2065,Cinto Social 616,794.52,69
2066,Blusa de Frio 556,2443.55,18
2067,Lustra Moveis 415,956.18,2
2068,Azeite de Oliva 680,2116.4,42
2069,Carregador Portatil 622,2264.59,59
2070,Notebook 620,1035.71,26
2071,Lustra Moveis 789,2234.18,18
2072,Vassoura Retratil 273,1841.54,17
2073,Desinfetante Floral 821,2246.61,2
2074,Desinfetante Floral 836,604.53,28
2075,Desinfetante Floral 294,2012.44,48
2076,Bermuda Esportiva 156,2166.41,40
2077,Fone de Ouvido Bluetooth 256,380.0,26
2078,Bone 223,2343.68,71
2079,Esmalte Vermelho 606,2348.22,33
2080,Esmalte Vermelho 980,2260.68,73
2081,Leite Integral 232,993.18,40
2082,Condicionador Hidratante 508,506.67,69
2083,Shampoo Anticaspa 261,1788.33,92
2084,Cinto Social 629,895.45,37
2085,Arroz Branco 320,2161.31,49
2086,Protetor Solar FPS 50 807,853.16,4
2087,Jaqueta de Couro 398,2141.07,64
2088,Mouse Gamer 368,573.15,60
2089,Chaveiro Metalico 253,109.82,91
2090,Relogio de Pulso 307,997.1,35
2091,Smartphone 827,680.94,35
2092,Bolacha Recheada 457,2324.49,91
2093,Meias de Algodao 600,1450.98,44
2094,Escova de Cabelo 887,415.85,89
2095,Azeite de Oliva 403,2281.19,29
2096,Colar Dourado 976,215.84,41
2097,Chaveiro Metalico 153,876.82,62
2098,Amaciante Concentrado 778,338.31,6
2099,Caixa de Som Bluetooth 593,1392.2,47
2100,Detergente Liquido 237,2439.95,81
2101,Esponja Multiuso 261,1786.96,23
2102,Arroz Branco 119,1096.89,93
2103,Esponja Multiuso 141,1943.41,54
2104,Leite Integral 753,1657.76,46
2105,Arroz Branco 330,1371.95,77
2106,Azeite de Oliva 168,296.84,58
2107,Jaqueta de Couro 659,1977.7,55
2108,Achocolatado em Po 630,238.26,98
2109,Pano de Microfibra 704,93.47,100
2110,Bone 563,282.38,20
2111,Protetor Solar FPS 50 237,853.4,26
2112,Protetor Solar FPS 50 641,1060.35,76
2113,Protetor Solar FPS 50 778,1357.62,91
2114,Fone de Ouvido Bluetooth 429,2296.23,18
2115,Fone de Ouvido Bluetooth 912,1441.21,34
2116,Jaqueta de Couro 600,1660.57,63
2117,Pulseira de Prata 973,369.6,41
2118,Carregador Portatil 553,1368.23,22
2119,Esponja Multiuso 928,625.55,59
2120,Detergente Liquido 754,2426.45,24
2121,Colar Dourado 250,2113.83,59
2122,Macarrao Espaguete 580,426.71,79
2123,Chaveiro Metalico 809,1083.47,65
2124,Condicionador Hidratante 366,683.36,83
2125,Carregador Portatil 987,1896.96,20
2126,Pulseira de Prata 848,1027.1,23
2127,Feijao Carioca 938,1900.42,88
2128,Vestido Floral 935,392.61,78
2129,Lustra Moveis 118,2098.75,8
2130,Bolacha Recheada 213,1341.47,99
2131,Vassoura Retratil 618,2102.69,11
2132,Camiseta Basica 127,1696.56,12
2133,Fone de Ouvido Bluetooth 978,2439.05,73
2134,Escova de Cabelo 967,1659.66,58
2135,Sabao em Po 640,352.1,18
2136,Creme Hidratante 612,2434.46,14
2137,Macarrao Espaguete 786,120.15,97
2138,Cafe Torrado 980,1832.74,88
2139,Chaveiro Metalico 516,137.02,41
2140,Colar Dourado 493,399.11,22
2141,Achocolatado em Po 843,893.98,15
2142,Carregador Portatil 652,786.65,75
2143,Perfume Masculino 302,2332.78,23
2144,Pano de Microfibra 836,360.6,12
2145,Esmalte Vermelho 442,664.2,47
2146,Pulseira de Prata 227,2184.97,13
2147,Escova de Cabelo 493,845.57,29
2148,Achocolatado em Po 595,140.38,98
2149,Calca Jeans 710,833.48,4
2150,Bone 680,2095.81,27
2151,Chaveiro Metalico 483,1338.77,22
2152,Escova de Cabelo 654,727.15,50
2153,Caixa de Som Bluetooth 474,1920.55,47
2154,Creme Hidratante 232,200.67,21
2155,Cinto Social 915,377.1,28
2156,Pano de Microfibra 677,6.5,91
2157,Relogio de Pulso 907,2243.38,38
2158,Perfume Masculino 164,1483.75,42
2159,Relogio de Pulso 676,1530.22,55
2160,Blusa de Frio 757,1007.96,95
2161,Bolacha Recheada 665,1713.13,10
2162,Achocolatado em Po 705,1511.39,72
2163,Vestido Floral 314,1263.38,44
2164,Colar Dourado 128,1030.0,57
2165,Desinfetante Floral 394,537.06,69
2166,Calca Jeans 428,710.53,92
2167,Mochila Escolar 788,1337.3,94
2168,Teclado Mecanico 592,1570.6,59
2169,Jaqueta de Couro 586,290.56,6
2170,Smartphone 756,263.04,16
2171,Macarrao Espaguete 590,1323.67,59
2172,Smartwatch 184,68.03,92
2173,Mochila Escolar 300,400.73,84
2174,Lustra Moveis 837,1456.21,94
2175,Feijao Carioca 515,1975.89,28
2176,Teclado Mecanico 383,1234.29,24
2177,Carteira de Couro 758,155.35,95
2178,Leite Integral 898,1858.86,2
2179,Mochila Escolar 732,2048.97,10
2180,Blusa de Frio 602,2320.66,29
2181,Bermuda Esportiva 161,1128.63,77
2182,Esponja Multiuso 754,1661.85,29
2183,Calca Jeans 204,633.09,34
2184,Smartwatch 373,1174.17,62
2185,Relogio de Pulso 512,733.52,83
2186,Pano de Microfibra 680,595.44,46
2187,Pano de Microfibra 899,1321.4,63
2188,Camiseta Basica 526,27.83,63
2189,Creme Hidratante 789,1648.86,37
2190,Lustra Moveis 939,915.41,18
2191,Notebook 906,733.74,32
2192,Azeite de Oliva 483,1621.5,81
2193,Vassoura Retratil 663,2137.58,78
2194,Cafe Torrado 367,1663.12,48
2195,Pano de Microfibra 272,995.2,68
2196,Caixa de Som Bluetooth 702,1690.75,94
2197,Blusa de Frio 770,2182.01,95
2198,Esponja Multiuso 256,1217.31,29
2199,Escova de Cabelo 595,1641.05,40
2200,Bermuda Esportiva 543,311.98,16
2201,Mochila Escolar 354,2274.54,41
2202,Condicionador Hidratante 181,669.52,44
2203,Colar Dourado 945,2050.7,24
2204,Chaveiro Metalico 898,387.42,55
2205,Macarrao Espaguete 287,1336.93,20
2206,Cinto Social 608,1451.46,67
2207,Fone de Ouvido Bluetooth 701,258.48,82
2208,Notebook 167,259.24,73
2209,Amaciante Concentrado 782,693.19,85
2210,Jaqueta de Couro 966,1944.17,15
2211,Fone de Ouvido Bluetooth 894,912.84,91
2212,Pulseira de Prata 371,1335.31,71
2213,Oculos de Sol 749,731.29,13
2214,Vassoura Retratil 521,1796.5,71
2215,Fone de Ouvido Bluetooth 391,669.36,16
2216,Caixa de Som Bluetooth 745,2499.44,51
2217,Pulseira de Prata 218,2137.74,5
2218,Cinto Social 555,1661.54,47
2219,Bermuda Esportiva 693,693.0,84
2220,Relogio de Pulso 706,25.04,45
2221,Leite Integral 954,397.11,47
2222,Vestido Floral 905,2309.94,90
2223,Creme Hidratante 748,2292.78,40
2224,Calca Jeans 462,25.72,21
2225,Calca Jeans 390,1912.52,82
2226,Detergente Liquido 565,2154.76,97
2227,Pulseira de Prata 873,415.54,77
2228,Mouse Gamer 230,1068.41,81
2229,Vassoura Retratil 684,2217.68,86
2230,Jaqueta de Couro 925,1441.19,8
2231,Bone 946,2237.73,77
2232,Smartwatch 785,454.35,99
2233,Creme Hidratante 218,818.61,65
2234,Protetor Solar FPS 50 890,1548.84,61
2235,Cafe Torrado 731,1960.94,72
2236,Protetor Solar FPS 50 617,1572.03,77
2237,Amaciante Concentrado 668,769.26,83
2238,Mouse Gamer 130,31.13,8
2239,Camiseta Basica 177,1937.47,99
2240,Achocolatado em Po 121,957.97,91
2241,Mochila Escolar 148,1341.56,22
2242,Carregador Portatil 427,1811.43,1
2243,Amaciante Concentrado 118,1980.92,69
2244,Esponja Multiuso 834,1662.79,21
2245,Bone 760,1558.39,76
2246,Perfume Masculino 491,2449.94,75
2247,Oculos de Sol 918,1192.8,96
2248,Desinfetante Floral 992,1434.6,17
2249,Caixa de Som Bluetooth 444,1624.32,8
2250,Bolacha Recheada 544,186.31,15
2251,Oculos de Sol 752,2403.24,91
2252,Camiseta Basica 137,2184.64,46
2253,Colar Dourado 440,574.42,52
2254,Meias de Algodao 241,1755.05,29
2255,Meias de Algodao 688,1734.12,16
2256,Shampoo Anticaspa 964,1290.99,3
2257,Desinfetante Floral 223,1557.78,40
2258,Vassoura Retratil 858,2474.56,96
2259,Carteira de Couro 269,2135.83,53
2260,Cinto Social 180,1520.98,81
2261,Colar Dourado 745,1103.67,29
2262,Camiseta Basica 745,1129.39,18
2263,Mochila Escolar 228,1831.19,71
2264,Bermuda Esportiva 251,1541.7,37
2265,Fone de Ouvido Bluetooth 531,1183.02,1
2266,Camiseta Basica 371,926.85,13
2267,Oculos de Sol 327,494.53,62
2268,Achocolatado em Po 892,780.86,54
2269,Amaciante Concentrado 713,847.15,100
2270,Creme Hidratante 486,1080.03,38
2271,Achocolatado em Po 368,2378.17,72
2272,Teclado Mecanico 382,1345.32,2
2273,Pulseira de Prata 736,195.1,20
2274,Oculos de Sol 763,2390.03,60
2275,Caixa de Som Bluetooth 677,1282.27,94
2276,Lustra Moveis 325,2265.94,15
2277,Leite Integral 158,471.23,9
2278,Meias de Algodao 992,586.18,75
2279,Bermuda Esportiva 721,1417.35,45
2280,Jaqueta de Couro 269,145.19,19
2281,Protetor Solar FPS 50 218,713.45,98
2282,Escova de Cabelo 997,862.03,53
2283,Cafe Torrado 254,2223.9,1
2284,Esmalte Vermelho 672,1876.32,85
2285,Jaqueta de Couro 979,371.85,78
2286,Bermuda Esportiva 471,1801.57,82
2287,Protetor Solar FPS 50 521,47.74,10
2288,Notebook 274,29.64,83
2289,Sabao em Po 946,2488.95,7
2290,Bermuda Esportiva 260,1643.6,10
2291,Oculos de Sol 844,1743.68,57
2292,Notebook 226,735.35,92
2293,Carregador Portatil 776,1541.28,76
2294,Camiseta Basica 526,2495.95,2
2295,Mochila Escolar 941,1687.41,80
2296,Cinto Social 123,2372.95,3
2297,Colar Dourado 240,685.74,64
2298,Feijao Carioca 598,1044.09,73
2299,Vestido Floral 604,543.19,93
2300,Oculos de Sol 756,1638.19,52
2301,Protetor Solar FPS 50 785,1139.02,31
2302,Shampoo Anticaspa 472,415.67,20
2303,Perfume Masculino 593,1485.58,3
2304,Oculos de Sol 571,1010.89,1
2305,Camiseta Basica 788,2424.46,6
2306,Mochila Escolar 836,2360.83,16
2307,Azeite de Oliva 238,2194.44,56
2308,Pano de Microfibra 796,614.88,73
2309,Fone de Ouvido Bluetooth 552,2376.1,6
2310,Detergente Liquido 514,1553.53,53
2311,Smartwatch 808,2292.32,71
2312,Pano de Microfibra 324,283.97,12
2313,Condicionador Hidratante 444,555.25,72
2314,Cafe Torrado 515,899.92,84
2315,Bermuda Esportiva 542,1874.96,17
2316,Amaciante Concentrado 294,1203.82,26
2317,Achocolatado em Po 569,380.75,91
2318,Smartwatch 639,1158.98,65
2319,Lustra Moveis 672,2059.85,97
2320,Pano de Microfibra 633,799.88,50
2321,Shampoo Anticaspa 672,787.33,34
2322,Creme Hidratante 373,2193.04,45
2323,Cafe Torrado 591,1545.1,40
2324,Perfume Masculino 333,1705.43,2
2325,Perfume Masculino 173,55.48,31
2326,Relogio de Pulso 619,2220.4,94
2327,Camiseta Basica 890,889.91,14
2328,Cinto Social 737,2119.38,19
2329,Bolacha Recheada 442,303.33,96
2330,Protetor Solar FPS 50 653,1155.76,91
2331,Relogio de Pulso 742,134.66,84
2332,Smartwatch 753,1132.15,25
2333,Perfume Masculino 391,411.05,15
2334,Achocolatado em Po 256,423.85,49
2335,Lustra Moveis 745,1289.09,22
2336,Smartwatch 925,102.98,89
2337,Carregador Portatil 209,863.41,49
2338,Pano de Microfibra 439,2020.02,97
2339,Bermuda Esportiva 638,2259.15,28
2340,Condicionador Hidratante 957,1571.86,22
2341,Bolacha Recheada 668,741.75,50
2342,Amaciante Concentrado 848,561.33,42
2343,Cinto Social 655,241.22,29
2344,Blusa de Frio 606,687.24,56
2345,Feijao Carioca 714,1609.32,6
2346,Carteira de Couro 382,1494.44,49
2347,Bolacha Recheada 308,1652.29,70
2348,Carteira de Couro 841,2382.57,61
2349,Azeite de Oliva 484,292.08,54
2350,Cinto Social 514,280.61,9
2351,Pulseira de Prata 336,923.67,68
2352,Feijao Carioca 765,2410.4,66
2353,Smartwatch 423,1302.62,68
2354,Cafe Torrado 371,635.27,50
2355,Amaciante Concentrado 331,2490.9,95
2356,Colar Dourado 889,410.47,47
2357,Sabonete Liquido 774,2205.36,52
2358,Pano de Microfibra 504,1139.6,86
2359,Esmalte Vermelho 831,120.8,89
2360,Vestido Floral 787,1924.23,87
2361,Detergente Liquido 930,796.18,23
2362,Amaciante Concentrado 847,2334.32,32
2363,Oculos de Sol 971,738.15,71
2364,Protetor Solar FPS 50 288,144.8,19
2365,Cafe Torrado 735,601.48,3
2366,Vassoura Retratil 235,1059.02,93
2367,Creme Hidratante 171,2327.1,5
2368,Feijao Carioca 184,967.41,4
2369,Notebook 404,1628.88,91
2370,Azeite de Oliva 446,1205.51,60
2371,Meias de Algodao 266,347.62,60
2372,Jaqueta de Couro 133,2447.6,56
2373,Oculos de Sol 147,705.41,42
2374,Blusa de Frio 515,2179.84,22
2375,Blusa de Frio 202,2377.9,49
2376,Sabonete Liquido 955,2042.25,20
2377,Cinto Social 935,2075.63,98
2378,Detergente Liquido 572,1695.09,14
2379,Smartphone 718,381.14,52
2380,Mouse Gamer 175,1301.14,4
2381,Camiseta Basica 415,1064.36,58
2382,Jaqueta de Couro 996,1874.95,78
2383,Vassoura Retratil 105,961.33,47
2384,Esponja Multiuso 689,554.57,87
2385,Caixa de Som Bluetooth 430,1972.07,56
2386,Sabonete Liquido 218,910.32,25
2387,Cinto Social 386,386.59,38
2388,Protetor Solar FPS 50 839,316.9,59
2389,Amaciante Concentrado 159,2397.46,50
2390,Bolacha Recheada 844,1665.72,24
2391,Caixa de Som Bluetooth 281,705.16,94
2392,Colar Dourado 961,615.09,72
2393,Esponja Multiuso 426,1632.43,29
2394,Smartwatch 374,2236.49,28
2395,Macarrao Espaguete 814,2105.24,30
2396,Jaqueta de Couro 767,346.76,6
2397,Meias de Algodao 131,242.53,55
2398,Protetor Solar FPS 50 437,679.73,16
2399,Blusa de Frio 521,1214.57,23
2400,Mouse Gamer 100,65.55,85
2401,Cinto Social 476,333.02,20
2402,Vestido Floral 691,2048.03,85
2403,Relogio de Pulso 987,30.78,18
2404,Bermuda Esportiva 544,758.44,21
2405,Fone de Ouvido Bluetooth 956,770.96,90
2406,Vestido Floral 995,1833.87,3
2407,Carteira de Couro 955,898.86,100
2408,Carregador Portatil 622,833.99,11
2409,Blusa de Frio 289,974.66,92
2410,Sabao em Po 497,1873.92,94
2411,Azeite de Oliva 991,2114.13,47
2412,Arroz Branco 454,1781.26,69
2413,Protetor Solar FPS 50 262,395.19,34
2414,Mochila Escolar 932,2393.18,39
2415,Vassoura Retratil 908,2267.79,96
2416,Creme Hidratante 739,1683.35,66
2417,Meias de Algodao 894,254.0,84
2418,Cinto Social 785,9.66,42
2419,Feijao Carioca 554,433.3,58
2420,Vassoura Retratil 363,1783.97,23
2421,Condicionador Hidratante 748,242.16,16
2422,Smartwatch 897,973.64,20
